cod,taxa,functie,year,value
D59D,Plățile efectuate de gospodării pentru licențe,_Z,2010,452.9
D59D,Impozit pe mijloacele de transport  detinute de persoane fizice*),C,2010,452.9
D59D,Taxa Radio-TV,C,2010,NA
D59E,Impozite pe operațiunile internaționale,_Z,2010,NA
D59F,Alte impozite curente n.e.c.,_Z,2010,48.4
D59F,Alte impozite si taxe pe proprietate de la populatie,KS,2010,48.4
D91,Impozite pe capital,_Z,2010,0
D91A,Impozite pe transferurile de capital,_Z,2010,0
D91B,impozitele pe capital,_Z,2010,0
D91C,Alte impozite pe capital n.e.c.,_Z,2010,0
ODA,Totalul încasărilor fiscale,_Z,2010,93734
D61,Cotizatii sociale nete,_Z,2010,49551.7
D611,Cotizatii sociale efective in sarcina angajatorilor,_Z,2010,28998.4
D611,Contributii de asigurari sociale de stat datorate de angajatori,LEYRS,2010,21442.3
D611,Contributii de asigurari pentru somaj datorate de angajatori,LEYRS,2010,513.1
D611,Contributii de asigurari sociale de sanatate  datorate de angajatori,LEYRS,2010,6379.8
D611,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de angajatori,LEYRS,2010,273.1
D611,Contributii de la persoane juridice  pt persoane cu handicap neincadrate,LEYRS,2010,204.6
D611,Contributia angajatorilor la fondul de  garantare pentru plata creantelor  salariale *),LEYRS,2010,185.5
D611,Contributii pentru concedii si indemnizatii de la persoane juridice sau fizice,LEYRS,2010,NA
D611,"Sume din contributia asiguratorie pentru munca, in curs de distribuire",LEYRS,2010,NA
D611,Venituri din contributia asiguratorie pentru munca pentru somaj,LEYRS,2010,NA
D611,Venituri din contributia asiguratorie pentru munca aferenta bugetului de stat,LEYRS,2010,NA
D611,Venituri din contributia asiguratorie pentru munca pentru fondul de garantare pentru plata creantelor salariale,LEYRS,2010,NA
D611,Venituri din contributia asiguratorie pentru munca pentru concedii si indemnizatii,LEYRS,2010,NA
D611,Venituri din contributia asiguratorie pentru munca pentru accidente de munca si boli profesionale,LEYRS,2010,NA
D611C,Cotizatii sociale efective obligatorii in sarcina angajatorilor,_Z,2010,28998.4
D611C,Contributii de asigurari sociale de stat datorate de angajatori,LEYRS,2010,21442.3
D611C,Contributii de asigurari pentru somaj datorate de angajatori,LEYRS,2010,513.1
D611C,Contributii de asigurari sociale de sanatate  datorate de angajatori,LEYRS,2010,6379.8
D611C,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de angajatori,LEYRS,2010,273.1
D611C,Contributii de la persoane juridice  pt persoane cu handicap neincadrate,LEYRS,2010,204.6
D611C,Contributia angajatorilor la fondul de  garantare pentru plata creantelor  salariale *),LEYRS,2010,185.5
D611C,Contributii pentru concedii si indemnizatii de la persoane juridice sau fizice,LEYRS,2010,NA
D611C,"Sume din contributia asiguratorie pentru munca, in curs de distribuire",LEYRS,2010,NA
D611C,Venituri din contributia asiguratorie pentru munca pentru somaj,LEYRS,2010,NA
D611C,Venituri din contributia asiguratorie pentru munca aferenta bugetului de stat,LEYRS,2010,NA
D611C,Venituri din contributia asiguratorie pentru munca pentru concedii si indemnizatii,LEYRS,2010,NA
D611C,Venituri din contributia asiguratorie pentru munca pentru fondul de garantare pentru plata creantelor salariale,LEYRS,2010,NA
D611C,Venituri din contributia asiguratorie pentru munca pentru accidente de munca si boli profesionale,LEYRS,2010,NA
D611V,Cotizatii sociale efective facultative in sarcina angajatorilor,_Z,2010,NA
D61SC,Tarife pentru serviciile prestate de sist. de asigurari sociale,_Z,2010,0
D6111,Cotizatii efective la fondul de pensii in sarcina angajatorilor,_Z,2010,21442.3
D6111,Contributii pentru asigurari sociale de stat datorate de angajatori,LEYRS,2010,21442.3
D6112,Alte cotizatii sociale efective in sarcina angajatorilor,_Z,2010,7556.1
D6112,Contributii de asigurari pentru somaj datorate de angajatori,LEYRS,2010,513.1
D6112,Contributii de asigurari sociale de sanatate  datorate de angajatori,LEYRS,2010,6379.8
D6112,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de angajatori,LEYRS,2010,273.1
D6112,Contributii de la persoane juridice  pt persoane cu handicap neincadrate,LEYRS,2010,204.6
D6112,Contributia angajatorilor la fondul de  garantare pentru plata creantelor  salariale *),LEYRS,2010,185.5
D6112,"Sume din contributia asiguratorie pentru munca, in curs de distribuire",LEYRS,2010,NA
D6112,Venituri din contributia asiguratorie pentru munca aferenta bugetului de stat,LEYRS,2010,NA
D6112,Venituri din contributia asiguratorie pentru munca pentru concedii si indemnizatii,LEYRS,2010,NA
D6112,Venituri din contributia asiguratorie pentru munca pentru fondul de garantare pentru plata creantelor salariale,LEYRS,2010,NA
D6112,Venituri din contributia asiguratorie pentru munca pentru accidente de munca si boli profesionale,LEYRS,2010,NA
D612,Contributii sociale imputate in sarcina angajatorilor,_Z,2010,3770.2
D6121,Cotizatii imputate la fondul de pensii in sarcina angajatorilor,_Z,2010,3770.2
D6122,Alte cotizatii sociale imputate in sarcina angajatorilor,_Z,2010,0
D613,Cotizatii sociale efective in sarcina gospodariilor,_Z,2010,16783.1
D613,Contributii de asigurari sociale de stat datorate de asigurati,LEES,2010,9753.3
D613,Contributii de asigurari pentru somaj datorate de asigurati,LEES,2010,505.4
D613,Contributii de asigurari sociale de sanatate datorate de asigurati,LEES,2010,6524.4
D613,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de alte persoane fizice care incheie asigurare,LEES,2010,0
D613,Contributia individuala de asigurari sociale de sanatate datorata de persoanele care realizeaza venituri din activitati desfasurate,LEES,2010,NA
D6131,Cotizatii efective la fondul de pensii in sarcina gospodariilor,_Z,2010,9753.3
D6131,Contributii de asigurari sociale de stat datorate de asigurati,LEES,2010,9753.3
D6132,Alte cotizatii sociale efective  in sarcina gospodariilor,_Z,2010,7029.8
D6132,Contributii de asigurari pentru somaj datorate de asigurati,LEES,2010,505.4
D6132,Contributii de asigurari sociale de sanatate datorate de asigurati,LEES,2010,6524.4
D6132,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de alte persoane fizice care incheie asigurare,LEES,2010,0
D6132,Contributia individuala de asigurari sociale de sanatate datorata de persoanele care realizeaza venituri din activitati desfasurate,LEES,2010,NA
D613C,Cotizatii sociale efective obligatorii in sarcina gospodariilor,_Z,2010,16768.6
D613C,Contributii de asigurari sociale de stat datorate de asigurati,LEES,2010,9335.1
D613C,Contributii pentru asigurari sociale(de sanatate) datorate de salariati si de alte persoane asimilate,LEES,2010,5944.1
D613C,Contributii pentru pensia suplimentara,LEES,2010,0
D613C,Contributii datorate de persoane care incheie contract de asigurari pentru somaj,LEES,2010,2.9
D613C,Contributia individuala de asigurari sociale de sanatate datorata de persoanele care realizeaza venituri din activitati desfasurate,LEES,2010,NA
D613C,Contributii pentru asigurari sociale de stat datorate de alte persoane asigurate,LEES,2010,406.7
D613C,Contributii pentru asigurari de sanatate datorate de alte persoane asigurate,LEES,2010,282.8
D613C,Contributii de asigurari pentru somaj datorate de asigurati (individuale),LEES,2010,502.5
D613C,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de alte persoane fizice care incheie asigurare,LEES,2010,0
D613C,Contributia agricultorilor asigurati,LEES,2010,0
D613C,Contributia datorata de pensionari,LEES,2010,294.5
D613CE,Cotizatii sociale efective obligatorii in sarcina salariatilor,_Z,2010,15282.1
D613CE,Contributii de asigurari sociale de stat datorate de asigurati,LEES,2010,9335.1
D613CE,Contributii pentru asigurari sociale de sanatate datorate de salariati si de alte persoane asimilate,LEES,2010,5944.1
D613CE,Contributii pentru pensia suplimentara,LEES,2010,0
D613CE,Contributii datorate de persoane care incheie contract de asigurari pentru somaj,LEES,2010,2.9
D613CE,Contributia individuala de asigurari sociale de sanatate datorata de persoanele care realizeaza venituri din activitati desfasurate,LEES,2010,NA
D613CS,Cotizatii sociale efective obligatorii in sarcina lucratorilor independenti,_Z,2010,1486.5
D613CS,Contributii pentru asigurari sociale de stat datorate de alte persoane asigurate,KISE,2010,406.7
D613CS,Contributii pentru asigurari de sanatate datorate de alte persoane asigurate,KISE,2010,282.8
D613CS,Contributii de asigurari pentru somaj datorate de asigurati (individuale),KISE,2010,502.5
D613CS,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de alte persoane fizice care incheie asigurare,KISE,2010,0
D613CS,Contributia agricultorilor asigurati,KISE,2010,0
D613CS,Contributia datorata de pensionari,KISE,2010,294.5
D613CN,Cotizatii sociale efective obligatorii in sarcina somerilor,_Z,2010,0
D613V,Cotizatii sociale efective facultative in sarcina gospodariilor,_Z,2010,14.5
D613V,Contributii facultative la asigurarile sociale de stat,LEES,2010,11.4
D613V,Contributii facultative la asigurarile sociale de sanatate,LEES,2010,3.1
D614,Cotizatii suplimentare in sarcina gospodariilor,_Z,2010,0
D6141,Cotizatii suplimentare la fondul de pensii in sarcina gospodariilor,_Z,2010,0
D6142,Alte cotizatii sociale suplimentare  in sarcina gospodariilor,_Z,2010,0
D995,"Transferuri de capital de la adm.publice catre sectoarele relevante reprez.impozite si cotizatii,a caror colectare este improbabila",_Z,2010,NA
D995A,"Impozite pe produse evaluate, dar puțin probabil să fie colectate (2)",_Z,2010,NA
D995B,"Alte impozite pe producție evaluate, dar puțin probabil să fie colectate (2)",_Z,2010,NA
D995C,"Impozit pe profit evaluate, dar puțin probabil să fie colectate (2)",_Z,2010,NA
D995D,"Alte impozite curente evaluate, dar puțin probabil să fie colectate (2)",_Z,2010,NA
D995E,"Contribuțiile sociale efective ale angajatorilor evaluat, dar puțin probabil să fie colectate (2)",_Z,2010,NA
D995F,"Contribuții sociale efective în sarcina gospodăriilor populației evaluate, dar puțin probabil să fie colectate (2)",_Z,2010,NA
D995FE,"Contribuții sociale efective suportate de angajați evaluat, dar puțin probabil să fie colectate (2)",_Z,2010,NA
D995FS,"Contribuții sociale efective de către persoanele care desfășoară activități independente evaluate, dar puțin probabil să fie colectate (1)",_Z,2010,NA
D995FN,"Contribuții sociale efective de către persoane fără loc de muncă evaluate, dar puțin probabil să fie colectate (1)",_Z,2010,NA
D995G,"Impozite pe capital evaluate, dar puțin probabil să fie colectate (2)",_Z,2010,NA
ODB,TOTAL INCASARI DIN IMPOZITE SI CONTRIBUTII SOCIALE DUPA DEDUCEREA SUMELOR EVALUATE DAR PUTIN PROBABIL SA FIE COLECTATE,_Z,2010,139515.5
ODC,TOTAL INCASARI DIN IMPOZITE SI CONTRIBUTII SOCIALE (inclusiv contributiile sociale imputate)DUPA DEDUCEREA SUMELOR EVALUATE DAR PUTIN PROBABIL SA FIE COLECTATE,_Z,2010,143285.7
ODD,"Sarcina fiscala=totalul incasarilor fiscale din impozite si cotizatii,dupa deducerea sumelor calculate a caror colectare este improbabila",_Z,2010,139501
D2,IMPOZITE PE PRODUCTIE SI IMPORTURI,_Z,2011,73525
D21,Impozite pe produse,_Z,2011,70372.8
D211,Taxe de tip TVA,_Z,2011,48374.5
D211,Taxa pe valoarea adaugata,C,2011,48374.5
D212,"Impozite si drepturi asupra importurilor,exclusiv TVA",_Z,2011,2506.4
D2121,Drepturi asupra importurilor,_Z,2011,470.3
D2121,Taxa de timbru social asupra valorii automobilelor noi din import,C,2011,0
D2121,Taxe vamale din sumele datorate pana la data de 31.12.2006,C,2011,0
D2121,Taxe vamale de la persoane juridice,C,2011,461.5
D2121,Taxe vamale si alte venituri incasate de la persoane fizice  prin unitatile vamale,C,2011,1.8
D2121,Incasari din comisioane pentru servicii vamale,C,2011,0
D2121,Taxe anti-dumpind pe produse,C,2011,7
D2121,Taxe vamale legate de sectorul agricol,C,2011,0
D2122,"Impozite pe importuri, exclusiv TVA și drepturile de import",_Z,2011,2036.1
D2122A,Prelevările asupra produselor agricole importate,_Z,2011,NA
D2122B,Sumele compensatorii monetare asupra importurilor,_Z,2011,NA
D2122C,Accize,_Z,2011,2036.1
D2122C,Accize incasate in vama din importul produselor energetice,C,2011,1152.2
D2122C,"Accize incasate in vama din importul de alcool etilic, produse intermediare, vinuri spumoase, bauturi fermentate spumoase si bere inclusiv sume datorate pana la 31 decembrie 2006",C,2011,34.1
D2122C,Accize incasate in vama din importul de produse din tutun,C,2011,812.6
D2122C,Accize incasate in vama din importul de cafea,C,2011,16.9
D2122C,Accize incasate in vama din importul altor produse,C,2011,3.2
D2122C,Accize in vama din importul autoturismelor,C,2011,17.1
D2122C,"Accize in vama din importul aparatelor de aer conditionat,datorate pana la 31.12.2006",C,2011,0
D2122C,"Accize incasate in vama din importul de alcool, distilate si bauturi alcoolice",C,2011,NA
D2122C,Venituri cu destinatie speciala din cota unica asupra carburantilor auto livrati la intern de producatori precum si carburantii auto consumati de acestia si asupra  carburantilor auto importati (Restante anii anteriori),C,2011,0
D2122D,Taxele pe vânzări generale,_Z,2011,NA
D2122E,Taxe pe servicii specifice,_Z,2011,NA
D2122F,Profitul monopolurilor de import,_Z,2011,NA
D214,"Impozite pe produse,exclusivTVA si impozitele pe importuri",_Z,2011,19491.9
D214A,Drepturi de accize si impozite de consum,_Z,2011,17312.1
D214A,Impozit pe titeiul din productia interna si gazele naturale,C,2011,9.6
D214A,Taxa de dezvoltare cuprinsa in tariful energiei electrice si termice-Restante anii anteriori,C,2011,0.6
D214A,Accize incasate din vanzarea produselor energetice,C,2011,8258.4
D214A,"Accize incasate din vanzarea de alcool, etilic, produse intermediare, vinuri spumoase, bauturi fermentate si bere",C,2011,1085.2
D214A,Accize incasate din vanzarea produselor din tutun,C,2011,7811.6
D214A,Accize incasate din vanzarea de cafea,C,2011,28.4
D214A,Accize incasate din vanzarea altor produse,C,2011,1.3
D214A,Accize incasate din vanzarea energiei electrice,C,2011,117
D214A,Accize incasate din vanzarea autoturismelor din productia interna,C,2011,0
D214A,Accize incasate la eliberarea banderolelor fiscale pentru bauturile alcoolice,C,2011,0
D214B,Taxe de timbru,_Z,2011,310.7
D214B,"Taxe judiciare de timbru, taxe de timbru pentru activitatea notariala si alte taxe de timbru",KS,2011,216
D214B,Venituri din timbrul judiciar,KS,2011,1.1
D214B,Taxe extrajudiciare de timbru,KS,2011,93.6
D214B,Taxe de timbru pt. contestatiile si plângerile asupra sumelor constatate si aplicate prin acte de control sau de impunere,KS,2011,NA
D214C,Taxa pe tranzacțiile financiare și de capital,_Z,2011,498.7
D214C,Impozitul pe veniturile din transferul  proprietatilor imobiliare din  patrimoniul personal,KS,2011,498.7
D214D,Taxe inregistrare auto,_Z,2011,365.5
D214D,Taxe inregistrare auto,C,2011,365.5
D214E,Taxe pentru spectacol si divertisment,_Z,2011,6.8
D214E,Impozit pe spectacole,C,2011,6.8
D214F,"Taxe pentru loterie,jocuri de noroc si pariuri",_Z,2011,0.2
D214F,Taxa de timbru social asupra jocurilor de noroc,C,2011,0.2
D214G,Taxe asupra primelor de asigurare,_Z,2011,0
D214G,"Venituri din aplicarea unei cote de 1,5% asupra volumului de prime brute",C,2011,0
D214H,Alte taxe pentru servicii determinate,_Z,2011,43.9
D214H,"Impozit pe veniturile din activitatile de expertiza contabila, tehnica judiciara si extrajudiciara",C,2011,6.5
D214H,Alte taxe pe servicii specifice,C,2011,13.3
D214H,Taxe hoteliere,C,2011,24.1
D214H,Cote din taxe de scolarizare,C,2011,0
D214H,Contributia agentilor economici din turism,C,2011,0
D214H,Taxa pentru reabilitare termica,C,2011,NA
D214I,Impozite generale pe vanzari sau pe cifra de afaceri,_Z,2011,248.4
D214I,"Alte impozite si taxe generale pe cifra de afaceri, vanzari si valoare adaugata",C,2011,247.3
D214I,Venituri din cota pe cifra de afaceri in domeniul comunicatiilor electronice,C,2011,1.1
D214I,Venituri din contributia datorata pt medicamente finantate din Fd. National Unic de Asig. Sociale de Sanatate si din bg. Min. Sanatatii,C,2011,NA
D214I,Venituri din contributia datorata pt medicamente finantate din Fd. National Unic de Asig. Sociale de Sanatate pana la data de 30septembrie 2011,C,2011,NA
D214I,Venituri din contributia datorata pentru contractele cost-volum/cost-volum-rezultat,C,2011,NA
D214I,Venituri din contributia datorata pentru volume de medicamente consumate care depasesc volumele stabilite prin contracte,C,2011,NA
D214J,Beneficiile monopolurilor fiscale,_Z,2011,192.7
D214J,Impozit pe venituri din activitati desfasurate in baza contractelor/ conventiilor civile incheiate potrivit Codului civil,C,2011,192.7
